"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1848963829579075767","Wed Oct 23 05:45:03 +0000 2024","0","makan siang tapi ga gratis https://t.co/kk56Ohuh9R","1848963829579075767","https://pbs.twimg.com/media/GajWzcAbEAA9SDB.jpg","","in","hufflepuff","0","0","0","https://x.com/umeyasa/status/1848963829579075767","1410822524359766017","umeyasa"
"1847877329688961209","Wed Oct 23 05:43:13 +0000 2024","0","@d0venstone sbg anak sekolah aku sedih karna gaada makan siang gratis","1848963366976688184","","d0venstone","in","suka duit","0","0","0","https://x.com/2pbthocsm/status/1848963366976688184","1737909048534794242","2pbthocsm"
"1848963145148293306","Wed Oct 23 05:42:20 +0000 2024","0","kalo kita makan di pagi sore trus pas mau bayar bilang ini kan makan siang gratis kira kira di apain ya?","1848963145148293306","","","in","YKC","0","1","0","https://x.com/dopabloooo/status/1848963145148293306","1794118886251692032","dopabloooo"
"1848962590279668139","Wed Oct 23 05:40:08 +0000 2024","0","Iki rano makan siang gratis po ngeleh aku","1848962590279668139","","","in","Tribun VIP Selatan","0","0","0","https://x.com/yogaxdamar/status/1848962590279668139","3006656251","yogaxdamar"
"1848961487190323691","Wed Oct 23 05:35:45 +0000 2024","0","Good makan siang gratis sudah berjalan mudah - mudahan bisa seluruh wilayah NKRI. Nutrisi memang harus cukup buat anak usia sekolah. AYO BAYAR PAJAK DAN BEKERJA SEMAKIN GIAT","1848961487190323691","","","in","Medan","0","0","0","https://x.com/GalogatSitungk9/status/1848961487190323691","1403236050315612161","GalogatSitungk9"
"1848961479414079672","Wed Oct 23 05:35:43 +0000 2024","0","Info makan siang gratis nya https://t.co/uiVnfYW9ys","1848961479414079672","https://pbs.twimg.com/media/GajUqncacAAXvdY.jpg","","in","","0","0","0","https://x.com/shoeguz/status/1848961479414079672","1523148278753202176","shoeguz"
"1848615154386407590","Wed Oct 23 05:30:02 +0000 2024","0","@oscartotango Nanti kan bisa klaim kalau makan siang gratis sukses buktinya anak SDN 03 Menteng pinter2 dan sehat2.","1848960048195912058","","oscartotango","in","Jewish autonomous district, Ru","0","0","0","https://x.com/EDH012/status/1848960048195912058","776049184688394240","EDH012"
"1847879197588672930","Wed Oct 23 05:24:35 +0000 2024","0","h+3 dan makan siang saya belum juga gratis","1848958677128253518","","bobi_tuankotta","in","","0","0","0","https://x.com/bobi_tuankotta/status/1848958677128253518","122887847","bobi_tuankotta"
"1848944726055260163","Wed Oct 23 05:18:44 +0000 2024","0","@pacarparasocial Ini makan siang gratis dari gibran ya?","1848957207330885898","","pacarparasocial","in","","0","1","0","https://x.com/drugonlinegate/status/1848957207330885898","1500195565258231812","drugonlinegate"
"1848580867020705836","Wed Oct 23 05:18:34 +0000 2024","0","@aryo_fortuner @denny81ra @opposite6892 kok jdi bahas perut? apa jgn lu menantikan makan siang gratis ya? minta Abah Sono program gituan cuma buat pelajar doang bukan jompo","1848957165266210922","","aryo_fortuner","in","","0","0","0","https://x.com/hidupseblak03_/status/1848957165266210922","1700521880132915200","hidupseblak03_"
"1848956571113689508","Wed Oct 23 05:16:13 +0000 2024","2","Disambut Meriah Ini Momen Wapres Gibran Pantau Pembagian Makan Siang Gratis di SMPN 270 Jakarta https://t.co/AXlmgXLbAX","1848956571113689508","","","in","Indonesia","0","3","1","https://x.com/KompasTV/status/1848956571113689508","71436318","KompasTV"
"1848956526666649725","Wed Oct 23 05:16:02 +0000 2024","0","Duh laper siang gini mana makan siang gratis nya wok","1848956526666649725","","","in","","0","0","0","https://x.com/Dryann52_/status/1848956526666649725","1681953405319921665","Dryann52_"
"1848955855418626260","Wed Oct 23 05:13:22 +0000 2024","0","Mana nih makan siang gratis gua? (Hari ke3)","1848955855418626260","","","in","","0","0","0","https://x.com/kematttian/status/1848955855418626260","1772888800441876480","kematttian"
"1848954027926835538","Wed Oct 23 05:10:24 +0000 2024","0","@risenzka Makan siang gratis","1848955108304003408","","risenzka","in","Nebula M78","0","0","0","https://x.com/bbbbbima_/status/1848955108304003408","1889069257","bbbbbima_"
"1848955104218816856","Wed Oct 23 05:10:23 +0000 2024","4","hoak anjir makan siang gratis gua tetep bayar bjir ini ","1848955104218816856","","","in","","0","0","0","https://x.com/friereren/status/1848955104218816856","1575396021433438208","friereren"
"1848954908931985737","Wed Oct 23 05:09:36 +0000 2024","0","selamat siang warga pragib. jangan lupa makan siang karena kita gak kebagian makan siang gratis. ","1848954908931985737","","","in","","0","1","0","https://x.com/owwlsie/status/1848954908931985737","2545701102","owwlsie"
"1848954828602675234","Wed Oct 23 05:09:17 +0000 2024","2","POV belum dapet makan siang gratis https://t.co/AA5lKjAFpa","1848954828602675234","https://pbs.twimg.com/media/GajOnk5bMAAtN2-.jpg","","in","Jakarta, Indonesia","1","0","0","https://x.com/dimasharyow/status/1848954828602675234","70980597","dimasharyow"
"1848909824781889670","Wed Oct 23 05:08:51 +0000 2024","0","@dyahNeZza Saya kita ini bagian program makan siang gratis..","1848954718401532226","","dyahNeZza","in","","0","0","0","https://x.com/322redcamel/status/1848954718401532226","1689642474531438594","322redcamel"
"1848953685365358929","Wed Oct 23 05:04:45 +0000 2024","0","Woii gendut mana makan siang gratis nya","1848953685365358929","","","in","BDG, INA ","0","0","0","https://x.com/IrvanPer/status/1848953685365358929","2381752430","IrvanPer"
"1848953404565152099","Wed Oct 23 05:03:38 +0000 2024","0","beli mam di grabfood krn gk dpt makan siang gratis","1848953404565152099","","","in","rps, mw only. 20+ 🔞","0","0","0","https://x.com/meaniethingy/status/1848953404565152099","1094583930668277762","meaniethingy"
"1848953143662678137","Wed Oct 23 05:02:35 +0000 2024","1","Pantau Pembagian Makan Siang Gratis di SMPN 270 Jakarta Gibran: Dapat Respons Positif-Lauk Enak https://t.co/w8NzzyhvJR","1848953143662678137","","","in","Indonesia","0","4","2","https://x.com/KompasTV/status/1848953143662678137","71436318","KompasTV"
"1848952635409502498","Wed Oct 23 05:00:34 +0000 2024","0","pgn liat sekolah yg udh dapet makan siang gratis","1848952635409502498","","","in","","0","0","0","https://x.com/achelynne/status/1848952635409502498","1818281243479519232","achelynne"
"1848951135417340093","Wed Oct 23 04:54:37 +0000 2024","0","Jelek banget editan TikToknya wapres pas bagi makan siang gratis Macam bocil","1848951135417340093","","","in","","0","0","0","https://x.com/auliyakhumar/status/1848951135417340093","72780895","auliyakhumar"
"1848931667173650639","Wed Oct 23 03:37:15 +0000 2024","0","Alhamdulillah wis jadi hemat biaya Saiki Prabowo Janjikan Makan Siang Angkutan Sampai Sekolah Gratis https://t.co/iaLx6D0clD","1848931667173650639","","","in","","0","0","0","https://x.com/Hoyo4kulipasar1/status/1848931667173650639","1391881501499813891","Hoyo4kulipasar1"
"1848655568397078566","Wed Oct 23 03:34:04 +0000 2024","0","@KemensetnegRI Apakah para guru dapat juga makan siang gratis","1848930863645602021","","KemensetnegRI","in","","0","0","0","https://x.com/usuplimus/status/1848930863645602021","1741332844759379968","usuplimus"
"1848930073988239488","Wed Oct 23 03:30:55 +0000 2024","0","siang² gini lagi lapar enaknya di kasi makan siang gratis","1848930073988239488","","","in","","0","0","0","https://x.com/youcancallmejii/status/1848930073988239488","1756628163067846656","youcancallmejii"
"1848904778685763718","Wed Oct 23 03:22:37 +0000 2024","0","@BaseBDG Amin. Btw udh dpt jatah makan siang gratis blm nder?","1848927982590828661","","BaseBDG","in"," FA (idn-eng-turk-esp-Italy)","0","0","0","https://x.com/itsqitz/status/1848927982590828661","1296407444210323457","itsqitz"
"1848918516734300388","Wed Oct 23 03:22:10 +0000 2024","0","@ARSIPAJA Ngentot knp jadi berebut anggaran gini jadinya katanya pada setuju makan siang gratis","1848927869235564617","","ARSIPAJA","in","","0","0","0","https://x.com/ciutzy_/status/1848927869235564617","1479393775495499780","ciutzy_"
"1848927765908885957","Wed Oct 23 03:21:45 +0000 2024","0","Mana makan siang dan sprei gratis nya","1848927765908885957","","","in","151","0","0","0","https://x.com/jingqliu/status/1848927765908885957","1258556883473854464","jingqliu"
"1848919530061631641","Wed Oct 23 03:19:24 +0000 2024","0","@triumphawaits11 mau minta jatah makan siang gratis bang","1848927176076497136","","triumphawaits11","in","North Sumatra, Indonesia","0","0","0","https://x.com/llamperougeee/status/1848927176076497136","1745097170439852032","llamperougeee"
"1848875374043926809","Wed Oct 23 03:14:02 +0000 2024","0","@unmagnetism Morning hari ini jadwal makan siang gratis apa un","1848925822205497485","","unmagnetism","in","texas","0","0","0","https://x.com/CharolineSol/status/1848925822205497485","1710383290752884736","CharolineSol"
"1848925652893987231","Wed Oct 23 03:13:21 +0000 2024","1","pengeluaran ke kantor : - naik kendaraan pribadi konsumsi listrik sehari PP : 3400 perak - makan siang bekel : gratis - kopi sejuta jiwa : 8000 - bayar parkir free dibayarin kantor sehari 11.400 seminggu 57.000 sebulan 228.000 sedangkan dulu kuliah duit 250k/minggu itu kurang","1848925652893987231","","","in","","0","2","0","https://x.com/boipizza_/status/1848925652893987231","219177324","boipizza_"
"1848924651411673383","Wed Oct 23 03:09:22 +0000 2024","0","1. Dari negara tapi nulisnya dari Gibran 2. Kritik ke makan siang gratis tidak semuanya asal ceplos banyak yang juga dibawakan dengan beragam argumentasi","1848924651411673383","","","in","","0","0","0","https://x.com/txtdrimhswa/status/1848924651411673383","1832604236166975488","txtdrimhswa"
"1848923848219168989","Wed Oct 23 03:06:11 +0000 2024","0","berebut makan siang gratis ","1848923848219168989","","","in","","0","0","0","https://x.com/guree3n/status/1848923848219168989","2261283997","guree3n"
"1848922603995730131","Wed Oct 23 03:01:14 +0000 2024","0","Makan Siang Bergizi Gratis bagi Siswa Pemkab Bandung Masih Tunggu Arahan https://t.co/9YKk1yDNri","1848922603995730131","","","in","Kota Bandung, Jawa Barat","0","0","0","https://x.com/ayobandungcom/status/1848922603995730131","2985307064","ayobandungcom"
"1848910718147658115","Wed Oct 23 02:59:38 +0000 2024","0","@poutyerim_ anda juga berkesempatan untuk menikmati makan siang bergizi gratis bersama menteri ketik 1 jika mau https://t.co/6R02VdRiSB","1848922201380294998","https://pbs.twimg.com/media/GaiwtcAbEAER3gP.jpg","poutyerim_","in","","0","1","0","https://x.com/seathepolluter/status/1848922201380294998","1521871782311231489","seathepolluter"
"1848898286272582120","Wed Oct 23 02:57:20 +0000 2024","0","@tekarok007 Makan siang gratis cuma buat anak sekolah aja susah cari sumber pendanaan. Anak terlantar belum tentu sekolah. Kalo fakir miskin lumayan ada bansos","1848921621119345111","","tekarok007","in","jabotabek","0","0","0","https://x.com/orang_pelit/status/1848921621119345111","389367848","orang_pelit"
"1848910718147658115","Wed Oct 23 02:54:48 +0000 2024","0","@poutyerim_ my cute oomf karena kamu sangat cuteeeeee hari ini dapat jatah makan siang bergizi gratis 2 porsi ya menunya pilih sendiri omakase juga boleh","1848920985577337207","","poutyerim_","in","","0","1","0","https://x.com/seathepolluter/status/1848920985577337207","1521871782311231489","seathepolluter"
"1848646122165932117","Wed Oct 23 02:53:54 +0000 2024","0","@proclaro_lover Berani muncul kalo ke sd ga pernah ke univ. Ecek bgt ninjau makan siang gratis","1848920755960222198","","proclaro_lover","in","","0","0","0","https://x.com/YipingF92791/status/1848920755960222198","1719670208850444288","YipingF92791"
"1848672382111912083","Wed Oct 23 02:53:33 +0000 2024","0","@sosmedkeras Baru satu kementerian Bayang in klo semua metri kek tai gini modelnya Brapa kira kira angaran nya Belum lagi ikn Belum makan siang gratis Belum anggaran gaji PNS Belum anggaran daerah Bisa kebayang kan GILA nya negeri ini di Pimpin begundal negri","1848920667439436038","","sosmedkeras","in","America","0","0","0","https://x.com/masdim212/status/1848920667439436038","1313615021339893760","masdim212"
"1848601850435801229","Wed Oct 23 02:44:41 +0000 2024","0","@SouthsideHov @CNNIndonesia Kemarin apanya uji coba makan siang gratis in udh beberapa kali dan semua ny di Pulau Jawa Pulau Jawa mulu pdahal daerah lain di luar pulau Jawa juga butuh uji coba makan gratis ini.","1848918438322000305","","SouthsideHov","in","Denpasar Selatan, Indonesia","0","1","0","https://x.com/kucing95649/status/1848918438322000305","1722578509368102912","kucing95649"
"1848902658792558663","Wed Oct 23 02:39:37 +0000 2024","0","@Ashanskar @Albarabiy wow dpt makan siang gratis ga bar","1848917164021239896","","Ashanskar","in","","0","0","0","https://x.com/muffcls/status/1848917164021239896","774780175846371328","muffcls"
"1848726518916387212","Wed Oct 23 02:39:02 +0000 2024","3","@tempodotco Lebih baik dana proyek Makan Siang Gratis ratusan T/thn untuk pembenahan rumah rakyat miskin di perkotaan dan pedesaan pendidikan ketrampilan dan kesehatan ini lebih tepat sasaran dan efektif","1848917016973087168","","tempodotco","in","","0","1","0","https://x.com/sayno_KKN/status/1848917016973087168","1735636779192233984","sayno_KKN"
"1848916731781329201","Wed Oct 23 02:37:54 +0000 2024","0","Apa wapres tugasnya pencitraan lewat uji coba makan siang gratis? Kau pikirkan aja caranya biar bs terwujud masalah uji coba biarkan bawahanmu yg kerja. @gibran_tweet Bobby Pecat Polisi Nobita MIN MAU INI","1848916731781329201","","","in","","0","0","0","https://x.com/PickHokiwanava/status/1848916731781329201","1580125725364928513","PickHokiwanava"
"1848916220474757465","Wed Oct 23 02:35:52 +0000 2024","0","ajg mimpi makan siang gratis bareng si ndut","1848916220474757465","","","in","","0","3","0","https://x.com/hansaplazd/status/1848916220474757465","754371694182092801","hansaplazd"
"1848914640912417029","Wed Oct 23 02:29:36 +0000 2024","17","day 3 ingpo makan siang gratis yang disuapin rafael struick?","1848914640912417029","","","in","","0","1","0","https://x.com/bayikcegukan/status/1848914640912417029","1509070404328955904","bayikcegukan"
"1848589830449705131","Wed Oct 23 02:28:32 +0000 2024","1","@Adefs97_ Kita anak Abah juga nggak masalah Abah tanpa jabatan tetap berkelas nggak ngemis minta jabatan apalagi kita tetap bahagia tidak berharap makan siang gratis seperti kalian yang nyinyirin pak Anies","1848914374297268710","","Adefs97_","in","","0","1","0","https://x.com/Parjiyaawgmail1/status/1848914374297268710","1186436588537909248","Parjiyaawgmail1"
"1848799834083627475","Wed Oct 23 02:19:45 +0000 2024","1","@gtobing2903 @ganjarpranowo @mohmahfudmd @aniesbaswedan Fufufafa bukan teladan yg baik buata anak - anak kita. Makan siang gratis nggak cukup menutupi aibnya","1848912164687610159","","gtobing2903","in","Kembangan, Indonesia","0","0","0","https://x.com/AbdulhadiAlkat1/status/1848912164687610159","952377049917800449","AbdulhadiAlkat1"
"1848911409264136487","Wed Oct 23 02:16:45 +0000 2024","1","ga usah susah-susah law bending dan nyalon jadi wapres kalau kerjaan lu bagi-bagi makanan depan kamera doang. Ini ga membuktikan apa-apa selain you re as ass as your program makan siang gratis.","1848911409264136487","","","in","(21+, Minor DNI. FUB Free) ","0","1","0","https://x.com/sesampurasun/status/1848911409264136487","1822537752874991616","sesampurasun"
"1848655568397078566","Wed Oct 23 02:10:23 +0000 2024","5","@KemensetnegRI Yg namanya monitoring &amp; memastikan itu : 1. Harganya sesuai anggaran/tidak 2. Menu yg disajikan sudah sesuai standar makan siang bergizi/belum 3. Cek lokasi sekolah apakah murid2 yg bersekolah disana betul2 membutuhkan makan bergizi gratis tsb Jangan sekedar pencitraan saja!","1848909807841120467","","KemensetnegRI","in","","0","1","1","https://x.com/Hailybrew/status/1848909807841120467","1800820575465852928","Hailybrew"
"1848896080676852064","Wed Oct 23 01:51:36 +0000 2024","1","@CNNIndonesia Ribet! Tak pake barcode Lalu pake barcode alasan agar tepat sasaran. Rakyat turuti dan tak semua jenis mobil bisa beli BBM subsidi. Sekarang mau dialihkan jadi BLT dgn alasan sama?? Jujur saja buat ngirit anggaran ya? Buat makan siang gratis atau IKN ya?","1848905078314570127","","CNNIndonesia","in","","0","0","0","https://x.com/NKRIndonesia79/status/1848905078314570127","579089730","NKRIndonesia79"
"1848904996383035806","Wed Oct 23 01:51:16 +0000 2024","5","Yang diberitakan wapres menyambut wapres RRC Wapres ngasih makan siang gratis Wapres masuk terowongan Yang beneran menyangkut kedaulatan gini malah diem2 aja","1848904996383035806","","","in","","0","2","2","https://x.com/great_fleet/status/1848904996383035806","1340549942994071558","great_fleet"
"1848900917984133168","Wed Oct 23 01:51:01 +0000 2024","2","@joshuabezaleel tiap hari disini makan siang gratis josh bisa bawa pulang makanan lebih juga ","1848904932721889725","","joshuabezaleel","in","Jakarta","0","1","0","https://x.com/girikuncoro/status/1848904932721889725","136962040","girikuncoro"
"1848900917984133168","Wed Oct 23 01:50:17 +0000 2024","0","@girikuncoro ternyata lebih cepet buat ke luar negeri sekalian buat dapet makan siang gratis","1848904747837006321","","girikuncoro","in","Indonesia","0","1","0","https://x.com/joshuabezaleel/status/1848904747837006321","83744729","joshuabezaleel"
"1848902868272877796","Wed Oct 23 01:44:43 +0000 2024","0","@TalkTalkabo mau makan siang gratis","1848903346079601014","","TalkTalkabo","in","","0","1","0","https://x.com/aldapstsr/status/1848903346079601014","921651689819578369","aldapstsr"
"1848900917984133168","Wed Oct 23 01:38:38 +0000 2024","0","@girikuncoro (((makan siang gratis)))","1848901816773443844","","girikuncoro","in","Indonesia","0","0","0","https://x.com/diazprasetyo/status/1848901816773443844","37757973","diazprasetyo"
"1848900981372997980","Wed Oct 23 01:36:17 +0000 2024","0","Ternyata loker itu cuma untuk keluarga militer aja dan kode itu cma tentara aja yg tau. Loker itu untuk menunjang program makan siang gratis program prabowo katanya sih auto PNS.","1848901223174603094","","dznv_a","in","Kota Bogor, Indonesia","0","1","0","https://x.com/dznv_a/status/1848901223174603094","1353832782","dznv_a"
"1848900917984133168","Wed Oct 23 01:35:04 +0000 2024","140","Sudah mulai settle dengan 996 life di tempat baru ritme jam kerjanya: 6-8: cari kopi catchup Lark focus time 8-10: ngurus bocah 10-10:30 : pergi ke kantor 10.30-12: focus time 12-13: makan siang gratis 13-17: meeting pairing tim Sydney/Mainland 17-17.30: pulang ke","1848900917984133168","","","in","Jakarta","0","7","8","https://x.com/girikuncoro/status/1848900917984133168","136962040","girikuncoro"
"1848646122165932117","Wed Oct 23 01:32:44 +0000 2024","1","@proclaro_lover @proclaro_lover itu BUKAN kerja! Tapi MISLED PENCITRAAN. Bg2 makansianggratis di SDN di daerah eliteMENTENG kyk bagi2 makansiang di SMAN70 elite KebayoranBaru. Makansianggratis utk IbuMiskin spy AnakMiskin TIDAK stunting dan perbaiki gizi daerah3T tertinggal/terdepan/terluar https://t.co/nd1AgkzD8e","1848900330588922011","https://pbs.twimg.com/media/GaidDTcacAAg1VY.jpg","proclaro_lover","in","","0","0","0","https://x.com/KarundengUsi/status/1848900330588922011","1331653431723913217","KarundengUsi"
"1848646122165932117","Wed Oct 23 01:30:58 +0000 2024","0","@proclaro_lover @proclaro_lover itu BUKAN kerja! Tapi MISLED PENCITRAAN. Bg2 makansianggratis di SDN di daerah eliteMENTENG kyk bagi2 makansiang di SMAN70 elite KebayoranBaru. Makansianggratis utk IbuMiskin spy AnakMiskin TIDAK stunting dan perbaiki gizi daerah3T tertinggal/terdepan/terluar https://t.co/cV6MtvNpYm","1848899885980082420","https://pbs.twimg.com/media/GaicpW6bEAAScgd.jpg","proclaro_lover","in","","0","0","0","https://x.com/KarundengUsi/status/1848899885980082420","1331653431723913217","KarundengUsi"
"1848898286272582120","Wed Oct 23 01:24:36 +0000 2024","20","Penerapan UUD pasal 34 aslinya makan siang gratis itu. Negara mau kasih makan warganya lucunya masih ada yang hina-hina. Tapi pas Erina makan-makan alesanya banyak warga Indonesia gak bisa makan. Emang kaum itu penuh kontradiksi... karena penuh benci https://t.co/axHscdF4Zy","1848898286272582120","https://pbs.twimg.com/ext_tw_video_thumb/1848898217259503618/pu/img/hsLsl3JZAP-vI2vP.jpg","","in","","1","1","4","https://x.com/tekarok007/status/1848898286272582120","1184695438365974528","tekarok007"
"1848875374043926809","Wed Oct 23 01:24:17 +0000 2024","0","@unmagnetism un jatah makan siang gratis hari ini mau gw tuker ke saldo gopay aja bisa gak? buat beli kuota","1848898203644793088","","unmagnetism","in","Lembang, Indonesia","0","0","0","https://x.com/_Gnwnn/status/1848898203644793088","1739083331646767104","_Gnwnn"
"1848875374043926809","Wed Oct 23 01:22:28 +0000 2024","0","@unmagnetism Pagi un msh menunggu makan siang gratis nih","1848897748663472373","","unmagnetism","in","Jakarta","0","0","0","https://x.com/merahbela/status/1848897748663472373","259064021","merahbela"
"1848814244323860960","Wed Oct 23 01:22:15 +0000 2024","1","@feroferraferri Baru sehari dilantik udah ada 3 tagline media ngepost dia. masuk trowongan ninjau wisma atlet dan blusukan makan siang gratis.","1848897694305292729","","feroferraferri","in","Canada Gang II","0","1","0","https://x.com/TheCurut007/status/1848897694305292729","1281787294605664256","TheCurut007"
"1848896997945970780","Wed Oct 23 01:19:29 +0000 2024","0","yee makan siang gratis di menteng org tua muridnya jg bisa ngasi makan satu sekolahan wkwk. nalarnya ga jalan fufufafa nih ke pedalaman sono gblk","1848896997945970780","","","in","jiminharem","0","0","0","https://x.com/jimimlism/status/1848896997945970780","1072872566820237314","jimimlism"
"1848895271213928520","Wed Oct 23 01:12:38 +0000 2024","0","Bikin sndiri ajaa cuk kalo mau gratis jinkkkk. Apa2 maunya gratis. Noh tagih makan siang gratis.","1848895271213928520","","","in","Bekasi","0","1","0","https://x.com/relligamesyafa/status/1848895271213928520","115938199","relligamesyafa"
"1848874242265518145","Wed Oct 23 01:11:26 +0000 2024","0","@cacitoosleepy infokan makan siang gratis terdekat","1848894970998268094","","cacitoosleepy","in","19","0","1","0","https://x.com/apisshut/status/1848894970998268094","1686001285223596033","apisshut"
"1848893317158998053","Wed Oct 23 01:04:52 +0000 2024","0","Bersama ibu-ibu catering sedang mempersiapkan menu makan siang bergizi gratis -Merasa bersyukur Terima kasih Prabowo","1848893317158998053","","","in","","0","1","0","https://x.com/seathepolluter/status/1848893317158998053","1521871782311231489","seathepolluter"
"1848891464002277488","Wed Oct 23 00:57:30 +0000 2024","1","Masih dalam rangka makan siang gratis untuk ponakan Hari ini cah daging brokoli sama sosis gulung mie goreng aja. Buahnya semangka jeruk plus snack wafer coklat. https://t.co/n7AyYcQLTx","1848891464002277488","https://pbs.twimg.com/media/GaiU_QXaEAA7jaC.jpg","","in","","0","0","0","https://x.com/Teh__L/status/1848891464002277488","984496808826060800","Teh__L"
"1848865024317788576","Wed Oct 23 00:55:21 +0000 2024","6","@narkosun Sesekali ke kampus bagi² pikiran dan gagasan utk mhswa--klu hanya sekedar bagi² makanan dan buku itu tupoksinya dinas atau guru² di sekolah. Mosok sekelas wapres turun bgi² makanan dan buku..... atsu ini sdh program makan siang gratis?....","1848890921993310323","","narkosun","in","Bumi Agung, Indonesia","0","1","0","https://x.com/AbiebSyah087021/status/1848890921993310323","1728722591362482176","AbiebSyah087021"
"1848884841825353789","Wed Oct 23 00:52:43 +0000 2024","1","@buzzwooody kerja di kantorku biar dapat makan siang gratis","1848890259926618189","","buzzwooody","in","","0","1","0","https://x.com/freakydrews/status/1848890259926618189","1289999381920280578","freakydrews"
"1848256576035193060","Wed Oct 23 00:51:55 +0000 2024","1","@PreciosaKanti Iki menu makan siang gratis po mbak??? ","1848890058893578288","","PreciosaKanti","in","Yogyakarta, Indonesia","0","0","0","https://x.com/WisanggeniLagi/status/1848890058893578288","1722079575449194496","WisanggeniLagi"
"1848889132300570714","Wed Oct 23 00:48:14 +0000 2024","0","Apakah sudah di pikirkan dampak dari program makan siang gratis untuk para pedagang² kecil yg suka ada di pinggiran sekolah? #PrabowoGibranBerdedikasi","1848889132300570714","","","in","Denpasar","0","0","0","https://x.com/flow_810/status/1848889132300570714","1790181513600065536","flow_810"
"1848655568397078566","Wed Oct 23 00:38:54 +0000 2024","1","@KemensetnegRI Memang program makan siang gratis sudah jalan? Koq wapres dah nyelonong monitoring?","1848886781485461542","","KemensetnegRI","in","","0","0","0","https://x.com/Sukirman2019/status/1848886781485461542","900969794786148352","Sukirman2019"
"1848799834083627475","Tue Oct 22 23:17:16 +0000 2024","3","@gtobing2903 @ganjarpranowo @mohmahfudmd @aniesbaswedan siang hari memang lebih bagus diisi dengan makan gratis bergizi daripada cuma omon² atau nobar bokep","1848866238258458713","","gtobing2903","in","Jakarta Capital Region","0","1","0","https://x.com/temanduit/status/1848866238258458713","1299521463150542849","temanduit"
